,RevolvingUtilizationOfUnsecuredLines,age,NumberOfTime30-59DaysPastDueNotWorse,DebtRatio,MonthlyIncome,NumberOfOpenCreditLinesAndLoans,NumberOfTimes90DaysLate,NumberRealEstateLoansOrLines,NumberOfTime60-89DaysPastDueNotWorse,NumberOfDependents
52594,0.99440112,64,2,0.546542235,4178.0,4,1,0,1,3.0
117634,0.9999998999999999,56,0,0.198698393,4916.0,3,0,0,0,4.0
92816,0.0,28,2,0.314166032,2625.0,6,1,0,0,0.0
3417,0.834839454,36,1,0.212615792,6800.0,10,1,0,3,3.0
83966,0.9999998999999999,29,0,208.0,,1,0,0,0,
110681,0.006803610999999999,79,2,0.0039984009999999995,2500.0,12,0,0,1,0.0
43249,0.828282828,46,2,0.870024995,5200.0,4,3,1,0,2.0
18367,0.0,29,0,0.325306679,2200.0,12,0,0,0,0.0
52473,0.47775107899999997,52,0,0.426661241,17200.0,10,0,2,0,1.0
89067,1.096890724,31,0,0.318099195,3850.0,8,3,0,0,0.0
41629,0.89276808,74,0,0.144305307,1676.0,1,0,0,0,0.0
127161,0.6051206929999999,33,0,0.720473899,2700.0,3,0,1,0,0.0
69154,0.9999998999999999,54,0,3035.0,,4,4,2,0,0.0
64954,0.78792496,55,2,0.512904183,3370.0,9,0,2,0,0.0
113785,1.263473054,37,1,0.335584977,3700.0,6,2,1,5,1.0
111082,0.48299672,50,4,1.346057714,4400.0,26,1,3,2,0.0
140908,0.906562483,62,2,0.6804062129999999,1673.0,12,0,0,0,0.0
113364,0.9221556890000001,46,0,0.004331889,3000.0,1,0,0,0,2.0
10802,0.49625935200000004,54,1,0.364165329,4983.0,4,0,1,0,0.0
79490,1.2536510379999999,56,2,427.0,,4,2,0,0,0.0
146768,0.410353255,47,2,0.40133163299999997,7058.0,8,0,3,1,3.0
20993,0.271643215,39,3,0.47096232299999996,8333.0,13,0,2,0,3.0
95476,0.9999998999999999,41,0,0.433413317,3333.0,2,3,0,1,0.0
68692,0.970913186,57,0,0.698602794,3506.0,10,0,2,0,0.0
104480,0.861677733,51,2,1.227120536,3583.0,15,0,1,0,1.0
30463,0.239164591,61,1,10229.0,,20,0,5,1,0.0
64424,0.170460561,33,0,0.40989213399999996,3800.0,9,0,1,0,0.0
113264,0.8155511120000001,49,1,4081.0,,5,3,2,1,
148647,0.973782548,54,0,0.747276955,8170.0,17,0,2,0,0.0
138744,0.41844200600000003,50,3,0.9559087409999999,3900.0,15,0,2,0,0.0
89480,0.9999998999999999,39,3,0.9822876009999999,3330.0,7,4,1,0,2.0
83591,0.500792393,47,2,1992.0,,7,0,1,1,1.0
89154,0.9999998999999999,29,0,11.0,0.0,3,0,0,0,3.0
52544,0.9999998999999999,29,0,0.006870706,1600.0,2,0,0,0,0.0
19870,1.0199944459999999,28,0,452.5,1.0,11,0,0,0,3.0
110802,0.9999998999999999,34,0,0.0,2494.0,0,0,0,0,2.0
70569,0.9929232440000001,50,1,1748.0,,14,0,1,2,0.0
57763,0.052535902999999995,30,0,349.0,,10,0,0,0,1.0
64241,0.449930234,45,4,0.58591873,9572.0,20,0,3,1,2.0
71996,0.9178707220000001,44,0,0.316667424,22000.0,18,0,2,0,1.0
92953,0.0034543359999999997,57,1,1954.0,,6,0,2,1,2.0
102253,0.510998842,35,3,0.05570424400000001,34000.0,8,0,1,0,0.0
117974,0.9999998999999999,52,0,0.5374312370000001,4180.0,5,2,2,0,2.0
121886,0.9999998999999999,44,98,0.0,6283.0,1,98,0,98,2.0
46343,0.660998955,46,5,0.44880536,16866.0,17,0,7,0,0.0
12348,0.83650103,65,1,0.47991468200000004,2812.0,14,0,0,1,2.0
95358,0.9999998999999999,46,0,0.0,,0,1,0,0,0.0
89203,0.950703407,44,1,0.238319962,2118.0,7,3,0,0,2.0
88569,0.0,54,0,0.271143797,5166.0,5,0,2,0,0.0
95567,0.11869048800000001,71,1,0.50950794,5100.0,18,0,3,0,0.0
90514,0.9999998999999999,34,0,0.299435028,2300.0,7,3,0,0,0.0
141607,0.20685287600000002,38,1,0.417880023,3433.0,5,0,1,1,2.0
148552,0.09806012900000001,56,0,0.239253582,3000.0,10,0,0,0,2.0
53644,0.9999403379999999,46,2,0.73272536,5701.0,9,1,2,0,2.0
98607,0.054198052999999996,45,0,3199.0,,18,0,2,0,1.0
351,0.635720859,68,1,0.21807127699999998,25000.0,27,0,3,0,0.0
134601,0.627193957,37,1,0.43517650700000005,3200.0,5,0,1,1,2.0
41606,0.9391462309999999,35,3,0.072782741,4588.0,16,0,0,1,0.0
23466,0.924839097,40,6,0.659425912,7733.0,24,1,4,2,2.0
29587,0.33423516600000003,42,0,0.367726455,5000.0,11,0,1,0,0.0
38775,0.002997643,53,2,0.41068744,7316.0,18,0,2,0,0.0
130600,0.536511337,37,0,0.888037321,3000.0,8,0,2,0,0.0
76307,0.752808989,26,2,217.0,,6,0,0,0,
120708,0.562013767,55,0,1.141378705,5700.0,9,0,2,0,1.0
140910,0.999759326,25,1,0.097120271,7083.0,3,0,0,0,0.0
45989,0.71870677,46,0,0.45896861,4459.0,17,0,1,0,0.0
131632,1.009840943,57,1,0.31874853,4250.0,4,5,0,0,1.0
4008,1.034430714,40,3,0.433426629,2500.0,7,1,0,0,0.0
146174,0.070083712,58,0,0.203856006,7416.0,3,0,1,0,0.0
103467,0.0,73,0,0.702978546,4800.0,11,0,1,0,0.0
101280,0.819911869,55,1,0.7363465159999999,2123.0,18,0,1,0,1.0
7820,0.10431770300000001,58,0,0.700040048,2496.0,8,0,1,0,0.0
58136,0.24008282,53,0,0.04429557,10000.0,3,0,0,0,0.0
44584,0.641697878,46,2,0.102651459,6750.0,2,0,0,0,1.0
115101,0.342503939,46,2,2495.0,,4,2,1,0,0.0
110811,0.43042149,55,0,0.668178119,8600.0,12,0,3,0,1.0
68073,0.33771755200000003,54,0,1957.0,,15,0,1,1,0.0
44180,1.016611296,29,0,0.007438017,1209.0,1,0,0,0,0.0
113007,0.9999998999999999,31,0,2.263435701,2083.0,6,1,2,0,0.0
14957,0.69030969,25,1,0.270758123,3600.0,6,0,0,2,1.0
5967,0.0,41,0,0.852315954,4468.0,7,1,2,0,1.0
21725,0.460941641,35,0,0.8560287940000001,3333.0,6,0,2,0,2.0
112630,0.022835395,65,0,155.0,,8,0,0,0,0.0
1314,0.9721508759999999,59,0,1.4737979469999998,1850.0,12,0,2,0,0.0
48495,0.873860629,55,0,3953.0,,11,0,2,0,
69905,0.304453133,57,1,0.387419165,1700.0,11,0,0,0,0.0
144949,0.915084915,32,0,0.485003333,4500.0,4,0,1,0,0.0
111953,0.928997937,49,4,0.406358238,8083.0,9,1,2,0,0.0
105869,1.072618254,40,1,0.259891712,2400.0,8,1,1,4,2.0
10179,0.052528199000000005,36,1,0.261836202,14932.0,11,0,1,0,2.0
35255,0.6699722770000001,60,6,3343.0,,26,0,1,0,0.0
67289,0.956690727,50,0,0.055145362,4333.0,5,4,0,0,0.0
25088,1.0717851840000001,46,3,6243.0,0.0,9,4,2,0,0.0
92750,1.383233533,33,1,0.194368756,1100.0,6,0,0,2,2.0
10307,0.9999998999999999,65,0,0.0,4000.0,0,0,0,0,0.0
136683,0.9999998999999999,34,98,0.0,3144.0,0,98,0,98,2.0
88119,0.8305647840000001,53,0,1053.0,,6,6,0,0,0.0
119471,0.702074946,42,0,0.238639314,3850.0,6,0,1,0,2.0
101181,0.0,44,0,0.242237888,13333.0,15,0,2,0,1.0
34877,0.96424589,44,1,0.322289747,5100.0,7,0,0,0,4.0
78614,0.6965174129999999,37,2,0.08962006900000001,5500.0,2,3,0,0,0.0
87253,0.60459885,28,0,0.233850595,2770.0,5,1,0,0,0.0
12072,1.088904445,40,1,0.38931733799999996,3500.0,5,1,0,2,4.0
31135,0.920956627,54,4,0.505072662,3646.0,14,0,0,0,0.0
82730,1.045701228,32,1,0.19537815100000003,3807.0,9,2,0,2,0.0
77225,0.409731046,52,2,0.702308455,7060.0,15,0,2,0,4.0
60368,0.759312034,63,1,0.244748611,7378.0,6,0,1,0,0.0
103940,0.9999998999999999,37,0,0.0,1200.0,0,0,0,0,1.0
33316,0.775522569,32,1,0.129103188,6366.0,5,1,0,0,1.0
57089,0.960914073,40,0,0.467029973,5504.0,7,0,1,0,0.0
101633,0.511395442,30,0,0.205544287,1478.0,2,0,0,0,0.0
105222,0.9513510479999999,54,1,0.141169854,5333.0,9,0,0,0,4.0
1286,1.0085156,59,1,2.219737309,5633.0,23,0,4,0,0.0
94714,0.7891846220000001,50,3,923.0,,10,1,0,0,0.0
121608,0.35711944,71,0,2.768007271,4400.0,13,0,8,0,0.0
97094,0.17237597600000001,43,1,0.27722668899999997,9576.0,8,0,1,0,2.0
16656,0.353858457,50,0,0.938530735,2000.0,5,0,1,0,1.0
31388,0.922467459,52,0,0.09848540800000001,13534.0,8,6,0,2,4.0
32026,0.9999998999999999,31,0,0.250277675,2700.0,2,0,0,0,0.0
101933,0.641354589,54,4,0.587639574,3850.0,8,0,1,2,1.0
79455,0.023629043,33,0,0.319518453,5066.0,15,0,2,0,0.0
34652,0.9999998999999999,57,0,1.366861436,9583.0,9,0,5,0,0.0
108933,0.455981941,36,0,0.5188248360000001,8100.0,12,1,1,0,2.0
111785,0.696521391,26,2,0.475873544,600.0,5,0,0,0,0.0
23038,0.0,37,2,598.0,,4,0,0,0,1.0
6731,0.999613153,54,2,0.27112148,6000.0,4,1,1,0,0.0
111603,0.351511422,31,1,0.259513984,2180.0,4,0,0,0,0.0
136282,0.625687156,39,3,1.321861557,2556.0,6,1,1,2,1.0
45369,0.9999998999999999,55,98,0.0,,0,98,0,98,0.0
75802,1.031587365,61,0,568.0,,4,0,1,0,0.0
56344,0.0,55,0,0.810277957,3093.0,9,0,2,0,0.0
139750,0.346690354,53,0,0.481981462,26000.0,18,0,7,0,1.0
21432,0.9999998999999999,64,0,2939.0,,4,5,1,3,
71288,0.6264815739999999,46,0,0.738863057,13333.0,21,0,11,0,0.0
1600,0.9999998999999999,35,1,0.9009114970000001,3400.0,6,0,2,0,0.0
134126,0.9999998999999999,35,0,456.0,,2,1,0,0,
2958,0.6863543790000001,27,0,805.0,,2,0,0,0,1.0
57405,0.255450308,83,0,0.011318618999999999,5300.0,6,0,0,0,0.0
113543,0.49599623200000004,61,7,0.087974864,3500.0,13,3,0,3,0.0
100806,0.5052784,62,0,0.414859252,6500.0,23,0,0,0,2.0
14901,0.9999998999999999,56,98,0.0,,0,98,0,98,0.0
88514,0.0,36,0,0.747061208,2466.0,5,2,1,0,0.0
95257,0.707885432,53,0,5.968031967999999,1000.0,14,0,2,0,1.0
52139,0.065220735,39,1,0.008159346999999999,4166.0,9,0,0,1,1.0
87935,0.7745009070000001,48,0,0.39514152,8973.0,11,1,2,0,0.0
31313,1.102564103,36,0,0.0035783990000000003,3073.0,3,9,0,0,0.0
90067,0.022931297000000003,48,0,4517.0,,6,0,2,0,2.0
116772,1.0033222590000002,43,5,5965.0,,13,3,2,1,0.0
141896,0.822188136,41,1,0.809632107,7474.0,16,0,3,0,3.0
97898,0.9999998999999999,33,1,0.277672119,2628.0,2,1,0,0,1.0
100096,0.715222349,50,2,1.094740839,5266.0,7,0,1,0,4.0
119699,0.594800993,78,1,0.956626506,1244.0,11,1,1,0,0.0
43624,0.9999998999999999,57,3,1.203074258,4618.0,10,1,2,1,1.0
47465,0.9734219270000001,38,0,0.175682301,6118.0,3,1,1,1,3.0
97827,0.009579342,44,1,0.38035992,4500.0,4,5,0,0,5.0
28062,0.9999998999999999,38,2,0.704863424,1500.0,3,0,0,0,3.0
39341,0.500989899,47,2,2.485255031,7900.0,19,0,9,0,0.0
80535,0.9911405240000001,41,2,0.8079369890000001,3300.0,8,0,2,0,2.0
126577,0.075022023,48,0,0.278307612,5766.0,13,0,2,0,1.0
136664,0.9651724709999999,32,0,0.764705882,1750.0,5,0,1,2,1.0
115622,0.9566444059999999,45,3,5245.0,,13,0,2,0,1.0
56063,0.141615042,52,1,0.589719181,2100.0,8,0,1,0,1.0
73164,0.9999998999999999,46,0,0.304213283,4200.0,7,0,1,1,1.0
109020,0.975688817,36,0,524.0,,8,0,0,0,0.0
88201,1.001297796,53,1,1.241515255,5833.0,13,0,3,0,1.0
54857,0.239309441,47,0,0.12203023800000001,5555.0,5,0,0,0,2.0
5652,0.9999998999999999,27,0,0.101299567,3000.0,3,3,0,0,1.0
71738,0.826092953,48,1,0.322590515,9804.0,8,3,1,1,2.0
57251,0.7825995809999999,51,4,0.365302055,13043.0,21,0,1,1,4.0
643,0.402345742,37,0,0.337622356,12667.0,16,0,2,0,3.0
100174,0.9999998999999999,82,0,0.0,6000.0,1,0,0,0,0.0
122686,0.9999998999999999,25,0,0.1745503,1500.0,1,0,0,0,0.0
92101,0.9999998999999999,43,1,0.253807107,2166.0,3,0,0,1,0.0
140631,1.0273315109999999,50,1,0.577627772,11406.0,9,0,2,0,0.0
124988,0.9999998999999999,42,98,0.0,3830.0,0,98,0,98,0.0
66062,0.740432612,46,0,0.176342072,6407.0,6,1,0,0,3.0
73800,0.208636442,63,0,0.39612615700000003,5833.0,12,0,2,0,0.0
40784,0.969100618,47,2,1.083436151,6483.0,10,0,2,0,2.0
84168,0.9999998999999999,29,96,0.0,2800.0,0,96,0,96,2.0
140894,0.51663798,45,0,584.0,,6,0,0,2,0.0
105085,0.16428516099999999,54,3,0.546739055,14366.0,14,0,1,0,4.0
74761,0.05879825,64,0,0.155652509,15585.0,23,0,3,0,1.0
102939,0.466994057,40,0,4329.0,,26,0,2,0,2.0
95493,0.41650771600000003,58,0,0.297036902,5500.0,9,0,0,0,0.0
117146,1.054396374,32,3,0.49012131700000006,5769.0,7,0,2,0,0.0
68840,0.679526706,26,0,0.5567216389999999,2000.0,12,0,0,0,0.0
19144,1.191404298,48,2,0.707421875,5119.0,9,1,2,6,1.0
96565,0.41899091200000005,62,0,1.612903226,2200.0,18,1,0,0,0.0
139041,0.988023952,38,1,0.7292768959999999,2267.0,4,2,1,2,0.0
137511,0.568440409,54,0,1333.0,,3,4,0,2,0.0
46408,1.031069936,46,1,0.158099047,8500.0,15,0,2,0,0.0
66632,0.781796795,35,3,0.49950016700000005,3000.0,9,2,1,3,0.0
84010,0.945688651,51,1,4189.0,,6,0,1,1,4.0
136178,1.021956088,33,1,0.107393172,4422.0,4,3,0,0,0.0
91202,0.43800044200000005,47,4,0.629432151,3750.0,14,0,1,0,0.0
88212,0.995001,50,1,0.534982935,3515.0,9,2,1,2,2.0
148521,1.00619876,29,0,0.43685438200000004,3000.0,8,0,0,1,1.0
114626,0.0,32,0,0.086052956,6495.0,3,0,0,0,4.0
136189,0.9999998999999999,31,1,0.673023685,3250.0,3,3,1,0,2.0
67957,0.99620076,23,0,0.077961019,2000.0,3,0,0,0,0.0
48801,0.001153812,89,1,1.0,,6,0,0,0,0.0
22685,0.496255115,64,0,251.0,,6,0,0,0,0.0
81590,0.645240878,27,0,0.169216785,6600.0,8,0,2,0,0.0
128858,0.156719473,54,0,0.290512669,3393.0,9,0,0,0,0.0
144622,0.9999998999999999,62,2,0.35045361399999997,6833.0,5,0,1,0,1.0
49695,0.9999998999999999,43,1,0.872998933,936.0,2,1,1,0,1.0
122171,0.022141802999999998,45,1,0.5404292860000001,3400.0,8,0,1,0,2.0
52014,0.9273387829999999,25,0,0.20117011699999998,2221.0,5,1,0,0,0.0
61854,0.38526044200000004,74,0,1.947708199,3097.0,12,0,3,0,0.0
4158,0.323280507,60,0,0.566333383,6700.0,9,0,2,0,1.0
127165,0.6340460529999999,56,1,1.3727884940000001,8760.0,10,0,4,4,2.0
50872,0.9867109629999999,35,0,98.0,,3,0,0,0,0.0
108534,0.9999998999999999,29,2,1273.0,,7,0,0,0,1.0
68019,0.919483507,52,8,0.754922128,10208.0,19,4,4,2,1.0
16900,0.32063997899999996,48,0,0.20305399,5500.0,5,1,0,0,2.0
2409,0.049761737,27,0,0.217188062,2780.0,7,0,0,0,0.0
68477,0.9999998999999999,47,1,535.0,,7,7,0,0,0.0
80426,1.4621513940000002,30,0,0.08095952,2000.0,3,1,0,0,0.0
43455,0.7354705779999999,46,1,0.42529046200000004,3700.0,6,0,1,0,2.0
58143,0.893106893,27,1,0.062812277,1400.0,1,0,0,1,0.0
32757,0.9644970409999999,55,0,0.202069385,6571.0,14,0,1,0,3.0
124315,0.8608405809999999,43,4,0.37139368,6550.0,10,1,0,4,0.0
46694,0.07739613,37,0,0.22583716899999998,6300.0,5,0,1,0,0.0
148794,0.9999998999999999,45,0,6514.0,,7,0,3,0,0.0
101329,0.9586394970000001,42,2,0.19877097600000002,4230.0,11,0,0,1,2.0
70476,0.28009477,27,0,0.162104261,4200.0,11,0,0,1,0.0
56836,1.017540782,54,4,0.588346837,5800.0,13,0,3,2,1.0
96992,1.032423939,40,0,0.558905281,4676.0,5,1,1,0,2.0
63251,0.430923537,36,0,4075.0,,19,0,2,0,0.0
42614,1.145712783,59,2,569.0,,9,0,0,0,1.0
86461,0.658843981,61,0,42.0,,6,1,0,0,0.0
90383,0.564434815,29,0,6303.0,,10,0,3,0,0.0
148234,1.027486257,56,2,3716.0,,7,0,1,1,0.0
79082,1.006797695,31,0,992.0,,7,0,0,0,0.0
5199,0.6981618829999999,53,0,0.295252474,5960.0,3,1,1,2,3.0
146152,0.9780073309999999,37,1,0.373320837,3200.0,8,1,0,0,0.0
147943,0.583708146,64,1,0.113644335,2850.0,6,0,0,0,0.0
103239,0.9999998999999999,37,0,0.0,4151.0,0,0,0,0,2.0
111347,0.9999998999999999,54,1,0.07209046599999999,6366.0,2,1,0,1,0.0
107902,0.9999998999999999,32,0,0.083029862,1372.0,2,2,0,1,0.0
87002,0.902262217,46,2,0.186440678,8200.0,6,0,0,0,1.0
71157,0.9999998999999999,36,4,0.913675602,2200.0,10,1,1,7,1.0
49527,0.613145876,38,0,0.279872785,2200.0,2,1,0,0,0.0
80889,0.9999998999999999,27,0,0.662674651,500.0,1,0,0,1,0.0
89478,0.48757002,37,2,0.095425629,3300.0,8,1,0,0,0.0
111361,0.381199688,71,0,1.09947839,2683.0,7,0,1,1,0.0
84490,0.018940492,89,1,0.593009119,3289.0,13,1,1,2,0.0
41963,0.786220687,35,1,0.37436318799999996,6084.0,11,1,1,1,3.0
133140,0.957921507,33,1,0.20835978800000002,9449.0,13,0,0,0,0.0
76189,0.43589235299999995,62,2,24466.0,,25,0,15,0,
127186,0.025192896,39,0,0.617676465,5000.0,8,0,2,0,2.0
63420,0.9999998999999999,36,0,0.031488395,6160.0,0,1,0,0,0.0
107476,0.935447015,31,0,1002.0,,7,0,1,0,1.0
123977,0.9440439979999999,37,4,0.14515457,12000.0,7,1,0,1,1.0
72467,0.320457562,45,0,0.294380375,15000.0,27,0,3,0,3.0
78876,0.528610354,33,1,0.20941487,4545.0,3,1,0,3,4.0
141025,0.7806267809999999,59,0,0.017641093,42400.0,6,0,1,0,3.0
16290,0.152292821,60,6,0.682263547,5000.0,23,0,2,0,0.0
20279,0.012240112,74,7,36.0,,17,0,0,0,0.0
20486,0.257595316,67,0,0.446258957,6000.0,18,0,1,0,1.0
97897,0.9997255759999999,53,1,0.036740815,4000.0,3,0,0,0,0.0
99358,0.8602419840000001,52,0,1.13398086,7000.0,18,0,4,0,1.0
34757,0.9999998999999999,45,0,0.00509704,5100.0,0,0,0,0,2.0
10437,0.462417982,43,0,1.416861046,3000.0,12,0,1,0,0.0
88728,0.813108598,30,0,0.30015552100000004,4500.0,11,0,0,0,0.0
118469,0.567795124,38,2,0.140647262,4912.0,5,0,0,0,3.0
67288,0.126516464,27,0,0.7700892859999999,3583.0,8,0,2,0,1.0
18412,0.9999998999999999,53,0,0.495528669,1900.0,3,2,1,0,0.0
131469,0.775381378,28,0,0.07283987,3390.0,2,0,0,0,4.0
109425,0.9999998999999999,48,0,0.166358025,3239.0,2,5,0,1,0.0
97079,0.998644986,45,4,0.051207023,5467.0,8,1,0,2,1.0
112033,0.509157111,55,1,0.423597679,2584.0,11,1,0,0,0.0
31879,0.9999998999999999,46,0,612.0,,1,1,0,0,0.0
19850,0.9999998999999999,46,1,1806.0,,1,1,1,0,0.0
134006,0.9999998999999999,21,0,307.0,,0,0,0,0,
139185,0.9270419459999999,58,1,0.444324454,8333.0,12,0,3,0,2.0
51870,0.915246167,50,2,0.460296097,5200.0,8,4,1,2,1.0
35377,0.984000696,43,2,0.782817997,5400.0,8,1,2,0,2.0
89801,0.429628236,50,0,1.036135871,4150.0,9,0,3,0,0.0
63313,0.9999998999999999,43,0,24.0,,0,2,0,0,0.0
33545,0.785581845,42,0,1.4578504890000001,4400.0,9,0,3,0,1.0
90877,0.8489325790000001,49,0,0.855093995,17500.0,18,0,12,0,3.0
100259,0.9999998999999999,67,0,0.12143928,2000.0,1,3,0,1,0.0
136027,0.941346501,31,0,0.324421389,2505.0,5,0,0,0,0.0
1,0.7661266090000001,45,2,0.8029821290000001,9120.0,13,0,6,0,2.0
129062,0.7977567170000001,42,0,0.500874781,4000.0,5,0,1,0,1.0
61520,0.0,51,0,6.0,,3,0,0,0,0.0
64215,0.776184268,36,1,0.594430561,2800.0,10,1,0,1,1.0
109761,0.9999998999999999,59,0,0.199088723,7900.0,2,2,1,0,3.0
76204,1.71257485,35,0,0.058776489,2500.0,1,1,0,0,0.0
111419,0.129144301,52,0,0.35316171,4000.0,7,0,1,0,0.0
21404,0.9999998999999999,48,2,0.40628347,2800.0,5,1,1,1,0.0
114486,0.00263144,39,0,1.4392210859999999,5083.0,5,0,2,0,0.0
76886,0.495252374,33,3,0.132759823,4300.0,3,1,0,0,0.0
38654,0.0,48,2,0.49770046,5000.0,4,3,2,1,0.0
147544,0.9999998999999999,41,3,0.185532289,6828.0,6,0,1,2,2.0
29821,0.01955643,52,0,4130.0,,23,0,2,0,0.0
130393,0.977551405,34,0,321.0,,2,2,0,1,0.0
13126,0.9999998999999999,42,1,1701.0,,3,3,1,1,0.0
116502,0.331968384,56,2,0.24433849800000002,7550.0,9,1,1,0,2.0
101265,0.682764363,46,0,1462.0,,5,1,1,0,0.0
147527,0.317241059,56,0,0.135793492,5500.0,11,0,0,0,1.0
103417,0.9999998999999999,53,0,0.898728753,7000.0,3,1,1,0,5.0
42642,0.9999998999999999,37,0,0.0,1738.0,3,0,0,0,0.0
14961,0.8420789609999999,55,0,1394.0,,4,0,0,1,0.0
57026,0.532149567,52,0,0.292379942,6600.0,8,0,1,0,0.0
93373,0.997392438,51,0,0.517897285,5782.0,7,1,1,0,0.0
53082,0.9695310640000001,24,0,139.0,,3,0,0,0,
129582,0.9482177690000001,57,0,0.827442192,9816.0,14,0,2,0,1.0
136316,0.9999998999999999,36,0,0.014963298,3541.0,0,1,0,0,3.0
7970,0.9750025,57,1,0.309327196,7386.0,3,0,1,0,0.0
109129,0.42080848200000004,42,0,0.275494335,4500.0,23,1,0,0,1.0
16415,0.9999998999999999,23,0,111.0,,1,2,0,1,0.0
19180,0.9999998999999999,21,98,0.0,1400.0,0,98,0,98,0.0
57112,0.886940471,39,3,0.053733208,3200.0,5,0,0,0,3.0
80629,0.389867939,74,0,0.21934758199999999,8000.0,12,0,0,0,0.0
83335,0.384795705,67,1,3834.0,,19,0,1,0,0.0
138276,1.016496243,48,2,3.274362819,666.0,4,0,1,0,3.0
54219,0.0,33,0,0.591363455,2500.0,9,0,1,0,0.0
72042,0.820907955,49,1,0.5842044129999999,1721.0,5,0,0,0,0.0
109695,1.073202332,43,3,0.39907563799999995,11250.0,10,1,1,1,3.0
123339,0.0,49,1,0.35608536799999996,5200.0,5,2,0,3,3.0
92443,0.0,44,0,0.590437377,23800.0,16,0,8,0,2.0
140116,0.405868554,45,1,0.50858509,4600.0,13,0,1,0,2.0
127081,0.9999998999999999,53,98,0.0,,0,98,0,98,0.0
142015,0.9999998999999999,27,1,0.38969118,4500.0,6,1,1,1,1.0
141546,1.053682896,35,2,0.146816804,2308.0,8,0,0,0,1.0
120352,0.722951803,29,1,0.353021354,2200.0,8,0,0,0,1.0
138620,0.7634470240000001,59,5,5733.0,,15,0,1,0,0.0
